sentence,true_label,predicted_label,source
"Additionally , legal experts at the State Department and Justice Department concluded that a declaration of war could be avoided so long as another legal justification , based on the Rio Treaty for defense of the Western Hemisphere , was obtained via a resolution by a two-thirds vote from the members or the Organization of American States ( OAS ) .",1,0,altlex
"Recovery from the global economic crisis triggered by the collapse of Lehman Brothers was achieved with cooperation from Brazil , Russia , India and China .",1,0,semeval
Flu vaccines for nursing home workers effective in reducing outbreaks  study,1,0,Press_Release
"We also recommend the creation of a Federal charter for systemically important payment and settlement systems, and that these systems should be overseen by the Federal Reserve in order to guarantee the integrity of this vital--  The Chairman:  Mr. Secretary, I don't want you to feel constrained.",1,0,because
Adoption of NACT for advanced epithelial ovarian cancer in New England and east south central regions led to a sizable reduction in mortality within three years after diagnosis.,1,0,Haber
"Specifically, when anticipated barriers lower the probability of successfully achieving one's interests, individuals should be more inclined to opt for the benefits of competitive actions.",1,0,Ssc
His trademark steam-engine puffing is revealed as a sound made by a viper spitting venom at his prey before swallowing her whole .,1,0,semeval
A trial date's been set for a Millom man accused of murdering his mother and sister .,1,0,esl2
"The quake , which struck at 1353 ( 1023 GMT ) , was felt in the neighbouring Gulf states of Oman and the UAE .",1,0,esl2
It ' s very rewarding and I get a great deal of enjoyment and satisfaction from mentoring .,1,0,semeval
"If industries can relocate easily, then the level of pollution would depend on the country with the weakest environmental regulation.",1,0,Ssc
Apelin may not be directly involved in the regulation of maternal insulin sensitivity.,1,0,Pubmed data.csv
"Routinely collected mobile phone data revealed a dramatic reduction in human
mobility during a 3-day lockdown in Sierra Leone.",1,0,Haber
A structured PA program reduced the risk of MMD even in older adults with extreme obesity.,1,0,Pubmed data.csv
"According to the California Highway Patrol , defensive tackle Jamal Williams was arrested on suspicion of drunken driving last weekend on a freeway outside downtown . However the results have not yet been divulged .",0,1,esl2
CBS News first reported last night that the tomb may contain the remains of Air Force pilot Michael Blassie.,0,1,ctb
"First, we can assess the correlation between beliefs and contributions, which we expect to differ between types of players and which helps us to check on the player type as elicited in the P-experiment.",0,1,Ssc
"RJR Nabisco Inc. said it agreed to sell its Baby Ruth, Butterfinger and Pearson candy businesses to Nestle S.A.'s Nestle Foods unit for $ 370 million. The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle's 7 % share of the U.S. candy market to about 12 %.",0,1,ctb
"Our findings indicate that having an episode of TGA does not increase the risk of subsequent cerebrovascular events, seizures, or cognitive impairment.",1,0,Haber
"He'd been dropped off by helicopter with a group and was walking to a hut when he fell , sliding down a steep slope and over a cliff . Gaskin said that other climbers attempted to rescue Rait by taking him down the glacier , but that he died on the way down .",1,0,esl2
"Tributes have been paid to the writer who created Goodness Gracious Me , the hit BBC television series .",0,1,semeval
The company also cited interest costs and amortization of goodwill as factors in the loss.,1,0,ctb
This is a student organization founded by some master student at university of rajasthan India .,0,1,semeval
Researchers from University Hospitals (UH) Case Medical Center and Case Western Reserve University School of Medicine have published new findings in the February issue of American Journal of Roentgenology that mammography remains beneficial for women in their 40s.,1,0,Press_Release
Such ideas and technologies from the functional language community are migrating into mainstream software engineering .,0,1,semeval
BRCA1/2 mutation noncarriers cognitive perceptions and social influences appear to be important in shaping their decisions regarding CPM.,1,0,Pubmed data.csv
High mammographic density is an independent risk factor of local and locoregional recurrence but is neither associated with distant metastasis nor survival.,1,0,Pubmed data.csv
A rock in the road caused an accident by breaking the rear wheel on the wagon .,1,0,semeval
"While less information leads to more equal contributions, subjects focus on group efficiency in case of full information.",1,0,Ssc
The original MGE had a strong effect because it involved allocation of tangible rewards; this implies that mere categorization produces discriminative behavior.,1,0,Ssc
"TSR revised its initial prediction during May and subsequently predicted that 28.0 tropical storms , 17.7 typhoons , 7.6 `` intense '' typhoons and an ACE index of about 266 .",0,1,altlex
"Subsea cable operator Seacom announced on Twitter today ( 14 October 2011 ) that they have restored all their business customers on alternate routes following an outage expected to extend into next week . Seacom started to experience problems on Saturday , 8 October 2011 , which it said was caused by a problem on a cable between Abu Talat in Egypt and Marseilles in France .",1,0,esl2
"Also , in the midst of the confusion caused by the coup , the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion .",1,0,semeval
Earplugs relieve the discomfort from traveling with a cold allergy or sinus condition .,1,0,semeval
"Researchers from Israel have determined that more than half of liver transplant recipients develop post-transplantation metabolic syndrome (PTMS), placing them at greater risk for cardiovascular disease.",1,0,Press_Release
"Certainly, strong social bonds make visualizations of others easier, providing a firmer impetus for volunteering.",1,0,Ssc
Anticholinergic burden appears as a risk factor for both delirium symptoms and mortality.,1,0,Pubmed data.csv
